Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1,Precious Achiuwa,C,23,TOR,38,11,23.3,3.9,8.1,0.482,0.5,2,0.26,3.4,6.1,0.557,0.515,1.9,2.8,0.689,2,4.6,6.6,1,0.6,0.7,1.2,2.1,10.2
2,Steven Adams,C,29,MEM,42,42,27,3.7,6.3,0.597,0,0,0,3.7,6.2,0.599,0.597,1.1,3.1,0.364,5.1,6.5,11.5,2.3,0.9,1.1,1.9,2.3,8.6
3,Bam Adebayo,C,25,MIA,56,56,35.1,8.5,15.7,0.54,0,0.2,0.083,8.5,15.5,0.547,0.541,4.4,5.5,0.799,2.6,7.2,9.9,3.3,1.2,0.8,2.5,2.8,21.4
4,Ochai Agbaji,SG,22,UTA,39,2,15.6,1.8,3.8,0.483,0.9,2.3,0.396,0.9,1.5,0.621,0.604,0.4,0.6,0.682,0.7,1.1,1.8,0.6,0.2,0.1,0.3,1.4,5
5,Santi Aldama,PF,22,MEM,56,18,22,3.3,7,0.474,1.4,3.7,0.364,2,3.3,0.601,0.571,1.4,1.9,0.729,1,3.6,4.6,1.2,0.7,0.7,0.7,1.9,9.4
6,Nickeil Alexander-Walker,SG,24,TOT,40,3,14.5,2.3,4.9,0.479,1,2.4,0.412,1.3,2.4,0.546,0.582,0.7,1,0.675,0.3,1.4,1.7,2,0.6,0.4,1.2,1.5,6.3
6,Nickeil Alexander-Walker,SG,24,UTA,36,3,14.7,2.3,4.7,0.488,1,2.4,0.402,1.3,2.3,0.578,0.591,0.8,1.1,0.692,0.2,1.4,1.6,2.1,0.7,0.4,1.3,1.6,6.3
6,Nickeil Alexander-Walker,SG,24,MIN,4,0,13,2.5,6,0.417,1.3,2.5,0.5,1.3,3.5,0.357,0.521,0,0.3,0,0.5,1.5,2,0.5,0.3,0.5,1,0.8,6.3
7,Grayson Allen,SG,27,MIL,56,54,27.6,3.4,7.8,0.44,2,4.9,0.404,1.4,2.8,0.503,0.569,1.7,1.9,0.906,0.9,2.5,3.4,2.4,0.8,0.2,1.1,1.6,10.5
8,Jarrett Allen,C,24,CLE,57,57,33.2,6.2,9.4,0.654,0,0.2,0.111,6.2,9.3,0.664,0.655,2.5,3.4,0.733,3.2,6.7,9.9,1.6,0.8,1.2,1.5,2.2,14.8
9,Jose Alvarado,PG,24,NOP,60,10,21.6,3.3,8,0.411,1.4,4.1,0.336,1.9,4,0.487,0.496,1.1,1.3,0.813,0.4,1.9,2.3,3.1,1.1,0.2,1.3,2.1,9.1
10,Kyle Anderson,PF,29,MIN,50,34,26.2,3.2,6.3,0.503,0.6,1.4,0.423,2.6,4.9,0.527,0.551,1.7,2.2,0.764,0.8,4.1,4.8,4.1,1.1,0.9,1.4,2.1,8.6
11,Giannis Antetokounmpo,PF,28,MIL,48,48,32.5,11.1,20.7,0.538,0.8,2.9,0.27,10.3,17.7,0.583,0.557,8.2,12.7,0.646,2.3,9.7,12,5.4,0.8,0.8,3.9,3.3,31.3
12,Thanasis Antetokounmpo,SF,30,MIL,26,0,4.1,0.2,0.8,0.25,0,0.2,0,0.2,0.6,0.313,0.25,0.2,0.3,0.5,0.3,0.7,1,0.2,0.1,0.1,0.3,0.5,0.5
13,Cole Anthony,PG,22,ORL,41,3,24.7,4.2,9.5,0.44,1.1,3.2,0.341,3.1,6.3,0.49,0.497,2.6,2.9,0.89,0.6,4,4.6,4.1,0.6,0.6,1.5,2.5,12
14,OG Anunoby,SF,25,TOR,48,48,35.8,6.1,13.4,0.453,1.8,5.1,0.356,4.3,8.3,0.514,0.522,2.4,2.9,0.825,1.4,3.9,5.4,2,2,0.8,2.1,3,16.4
15,Ryan Arcidiacono,PG,28,TOT,14,1,4.9,0.3,1,0.286,0.3,0.6,0.444,0,0.4,0,0.429,0,0,,0,0.7,0.7,0.6,0.1,0,0.2,0.4,0.9
15,Ryan Arcidiacono,PG,28,NYK,11,0,2.4,0.1,0.5,0.2,0.1,0.3,0.333,0,0.2,0,0.3,0,0,,0,0.4,0.4,0.2,0.2,0,0.1,0.3,0.3
15,Ryan Arcidiacono,PG,28,POR,3,1,14.3,1,3,0.333,1,2,0.5,0,1,0,0.5,0,0,,0,2,2,2,0,0,0.7,1,3
16,Deni Avdija,SF,22,WAS,58,33,26.3,3.3,7.4,0.439,0.9,3.1,0.294,2.4,4.4,0.539,0.499,1.7,2.2,0.752,1,5.2,6.2,2.6,0.9,0.5,1.5,2.9,9.1
17,Deandre Ayton,C,24,PHO,53,53,30.3,8.2,13.8,0.591,0.1,0.4,0.304,8,13.4,0.6,0.595,2.2,3,0.739,2.8,7.3,10.1,2,0.6,0.8,1.9,2.8,18.7
18,Udoka Azubuike,C,23,UTA,25,0,5.8,0.9,1.1,0.852,0,0,,0.9,1.1,0.852,0.852,0.1,0.2,0.333,0.6,1.6,2.2,0.2,0.2,0.2,0.4,0.5,1.9
19,Marvin Bagley III,C,23,DET,26,13,21.5,4.5,8.5,0.532,0.3,1.3,0.257,4.2,7.1,0.584,0.552,1.7,2.3,0.717,2.4,4,6.4,0.5,0.5,0.7,0.9,2,11
20,Patrick Baldwin Jr.,SF,20,GSW,19,0,8.8,1.9,4.2,0.45,1.5,3.3,0.468,0.4,0.9,0.389,0.631,0.2,0.3,0.667,0.1,1.5,1.5,0.2,0.3,0.1,0.4,0.4,5.5
21,LaMelo Ball,PG,21,CHO,35,35,35.6,8.3,20.3,0.407,3.9,10.7,0.367,4.3,9.6,0.452,0.504,2.9,3.5,0.843,1.2,5.2,6.4,8.5,1.3,0.3,3.5,3.3,23.4
22,Mo Bamba,C,24,TOT,43,6,16.9,2.6,5.3,0.485,1,2.7,0.385,1.5,2.6,0.591,0.584,0.9,1.4,0.661,1.1,3.7,4.8,1,0.3,1,0.6,2.3,7.1
22,Mo Bamba,C,24,ORL,40,6,17,2.7,5.4,0.495,1.1,2.7,0.398,1.6,2.7,0.594,0.596,0.9,1.3,0.686,1.2,3.4,4.6,1.1,0.3,1,0.6,2.2,7.3
22,Mo Bamba,C,24,LAL,3,0,14.7,1.3,4.3,0.308,0.7,3,0.222,0.7,1.3,0.5,0.385,1.3,2.7,0.5,0.7,6.7,7.3,0.7,0,1,1,3.7,4.7
23,Paolo Banchero,PF,20,ORL,54,54,33.7,6.4,15.4,0.418,1.1,4.1,0.277,5.3,11.3,0.469,0.455,5.7,7.5,0.752,1.2,5.4,6.6,3.6,0.9,0.5,2.7,2.2,19.7
24,Desmond Bane,SG,24,MEM,37,37,31.1,7.5,16.2,0.463,3,7.2,0.416,4.5,8.9,0.502,0.556,3.3,3.6,0.904,0.7,4.2,5,4.1,1,0.4,2.2,2.4,21.3
25,Dalano Banton,PG,23,TOR,27,2,9.3,1.7,4.1,0.411,0.5,1.7,0.283,1.2,2.4,0.5,0.469,0.6,0.7,0.789,0.3,1,1.3,1.1,0.5,0.4,0.6,1.1,4.4
26,Dominick Barlow,SF,19,SAS,11,0,10.1,1.3,2.4,0.538,0,0.4,0,1.3,2,0.636,0.538,0.8,0.9,0.9,1.3,1.3,2.5,0.6,0.2,0.2,0.5,1.9,3.4
27,Harrison Barnes,PF,30,SAC,60,60,32.6,4.5,9.6,0.469,1.6,4.4,0.37,2.9,5.2,0.553,0.554,4.1,4.9,0.836,1,3.6,4.6,1.6,0.8,0.1,1.1,1.3,14.7
28,Scottie Barnes,PF,21,TOR,59,58,35.3,6,13.3,0.453,0.9,3.1,0.301,5.1,10.2,0.499,0.488,2.6,3.4,0.769,2.3,4.7,7,4.8,1,0.9,2.1,2.2,15.5
29,RJ Barrett,SG,22,NYK,55,55,34.3,6.9,16.1,0.431,1.8,5.5,0.33,5.1,10.7,0.483,0.487,4,5.3,0.752,0.9,4.3,5.1,2.8,0.5,0.2,2.3,2.6,19.7
30,Will Barton,SG,32,WAS,40,0,19.6,2.8,7.1,0.387,1.3,3.4,0.38,1.5,3.7,0.395,0.479,0.9,1.1,0.778,0.3,2.5,2.8,2.4,0.4,0.3,1.1,1,7.7
31,Charles Bassey,C,22,SAS,28,1,13.9,2.2,3.4,0.642,0.1,0.3,0.429,2.1,3.1,0.659,0.658,0.7,1,0.655,2.1,3.4,5.5,1.3,0.4,0.9,1.1,2.1,5.1
32,Keita Bates-Diop,SF,27,SAS,47,25,20.6,3.1,6.4,0.492,0.6,1.6,0.364,2.5,4.7,0.536,0.538,1.4,1.8,0.791,1,2.4,3.4,1.2,0.7,0.3,0.8,1,8.3
33,Nicolas Batum,PF,34,LAC,59,11,22,2.1,5,0.418,1.6,4.1,0.384,0.5,0.9,0.564,0.574,0.5,0.7,0.667,0.9,3.3,4.2,1.5,0.6,0.7,0.7,2,6.3
34,Darius Bazley,PF,22,OKC,36,1,15.4,2,4.4,0.449,0.5,1.3,0.4,1.5,3.1,0.469,0.506,1,1.8,0.554,0.8,2.6,3.4,0.9,0.5,0.8,0.6,1,5.4
35,Bradley Beal,SG,29,WAS,38,38,33,8.7,16.8,0.515,1.7,4.6,0.371,6.9,12.2,0.569,0.566,3.7,4.4,0.839,0.8,2.8,3.6,5.3,0.9,0.7,2.8,1.9,22.7
36,Malik Beasley,SG,26,TOT,60,16,26.6,4.8,12.2,0.396,3.1,8.6,0.359,1.7,3.6,0.484,0.523,0.6,0.8,0.787,0.5,3.1,3.5,1.7,0.9,0.1,1.1,1.5,13.4
36,Malik Beasley,SG,26,UTA,55,13,26.8,4.8,12.2,0.396,3.1,8.6,0.359,1.7,3.6,0.485,0.522,0.7,0.8,0.841,0.5,3.1,3.6,1.7,0.8,0.1,1.1,1.4,13.4
36,Malik Beasley,SG,26,LAL,5,3,24.2,5,12.8,0.391,3.4,9.4,0.362,1.6,3.4,0.471,0.523,0,0.6,0,0,2.6,2.6,1.6,1.8,0,1.4,2.4,13.4
37,MarJon Beauchamp,SF,22,MIL,39,9,14.6,2.1,5.2,0.396,1,3.1,0.319,1.1,2.1,0.506,0.49,0.5,0.7,0.724,0.9,1.5,2.4,0.7,0.5,0.1,0.9,1.5,5.6
38,D?vis Bert?ns,PF,30,DAL,34,0,10.6,1.4,3.3,0.423,1.1,2.9,0.381,0.3,0.4,0.714,0.59,0.3,0.4,0.833,0.2,0.8,0.9,0.4,0.2,0.1,0.3,1.1,4.1
39,Patrick Beverley,PG,34,TOT,47,47,26.8,2.1,5.3,0.398,1.2,3.5,0.341,0.9,1.8,0.506,0.51,0.9,1.2,0.764,0.6,2.6,3.2,2.6,0.9,0.6,0.9,2.7,6.3
39,Patrick Beverley,PG,34,LAL,45,45,26.9,2.2,5.4,0.402,1.2,3.5,0.348,0.9,1.8,0.506,0.517,0.9,1.1,0.78,0.5,2.6,3.1,2.6,0.9,0.6,0.9,2.8,6.4
39,Patrick Beverley,PG,34,CHI,2,2,24,1,4,0.25,0.5,3,0.167,0.5,1,0.5,0.313,1.5,2.5,0.6,1,4,5,2.5,0,0.5,1,2.5,4
40,Saddiq Bey,SF,23,TOT,56,32,28.6,4.6,11.3,0.407,2,5.5,0.358,2.6,5.8,0.454,0.494,3.3,3.8,0.863,1.1,3.5,4.6,1.5,0.9,0.2,1,1.6,14.5
40,Saddiq Bey,SF,23,DET,52,30,28.8,4.7,11.7,0.404,1.9,5.6,0.345,2.8,6,0.46,0.488,3.5,4,0.861,1.1,3.5,4.7,1.6,1,0.2,1,1.7,14.8
40,Saddiq Bey,SF,23,ATL,4,2,24.8,3.3,7,0.464,2.5,4.3,0.588,0.8,2.8,0.273,0.643,0.8,0.8,1,1.3,3.3,4.5,0.5,0.5,0.3,1,1.3,9.8
41,Khem Birch,C,30,TOR,20,0,8.1,1,1.6,0.594,0.1,0.1,0.5,0.9,1.5,0.6,0.609,0.2,0.3,0.8,0.4,0.9,1.3,0.4,0.3,0.3,0.4,1.2,2.2
42,Goga Bitadze,C,23,TOT,22,0,9.6,1.3,2.5,0.527,0.2,0.7,0.333,1.1,1.8,0.6,0.573,0.5,1.1,0.48,1.2,1.3,2.5,0.9,0.4,0.5,0.5,1.6,3.4
42,Goga Bitadze,C,23,IND,21,0,9.6,1.3,2.5,0.519,0.2,0.7,0.286,1.1,1.8,0.605,0.558,0.5,1.1,0.458,1.2,1.1,2.3,0.9,0.4,0.5,0.6,1.6,3.3
42,Goga Bitadze,C,23,ORL,1,0,9,2,3,0.667,1,1,1,1,2,0.5,0.833,1,1,1,1,5,6,1,0,0,0,1,6
43,Bismack Biyombo,C,30,PHO,46,9,14,1.7,3,0.572,0,0,,1.7,3,0.572,0.572,0.3,1.1,0.314,1.1,3,4.1,0.9,0.3,1.3,0.9,1.8,3.8
44,Buddy Boeheim,PG,23,DET,1,0,1,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0
45,Bogdan Bogdanovi?,SG,30,ATL,36,5,29.6,5.4,12.3,0.437,2.8,7.1,0.394,2.6,5.3,0.495,0.55,1.1,1.4,0.78,0.4,3,3.4,3,0.9,0.3,1.3,1.7,14.6
46,Bojan Bogdanovi?,PF,33,DET,58,58,31.9,7.2,14.8,0.487,2.4,5.9,0.402,4.9,9,0.542,0.566,4.6,5.2,0.883,0.6,3.2,3.7,2.6,0.6,0.1,2.3,1.9,21.4
47,Bol Bol,PF,23,ORL,56,32,23,4.2,7.3,0.576,0.5,1.5,0.326,3.7,5.8,0.643,0.61,1.2,1.6,0.75,1.1,5,6.1,0.8,0.4,1.4,1.8,1.3,10.1
48,Leandro Bolmaro,SG,22,UTA,14,0,4.9,0.2,1.4,0.15,0,0.3,0,0.2,1.1,0.188,0.15,0,0,,0.3,0.2,0.5,0.5,0.2,0.1,0.5,0.7,0.4
49,Devin Booker,SG,26,PHO,35,35,34.1,9.5,20.1,0.473,2.1,6.2,0.347,7.4,13.9,0.529,0.526,5.3,6.3,0.841,0.8,3.8,4.6,5.7,0.8,0.3,2.5,2.8,26.5
50,Brandon Boston Jr.,SG,21,LAC,21,1,11.8,2.4,5.8,0.421,0.6,1.4,0.414,1.9,4.4,0.424,0.471,1.4,1.8,0.763,0.3,1,1.4,0.9,0.4,0,0.6,1,6.8
51,Chris Boucher,PF,30,TOR,56,0,20.8,3.5,7.2,0.489,0.8,2.6,0.315,2.7,4.6,0.585,0.545,1.9,2.5,0.739,2.2,3.7,5.9,0.4,0.7,0.9,0.5,2,9.7
52,James Bouknight,SG,22,CHO,26,0,13.6,1.5,4.7,0.328,0.6,2.5,0.25,0.9,2.2,0.414,0.393,0.6,0.8,0.682,0.2,1.8,2,1.1,0.5,0.2,0.7,1.1,4.3
53,Jamaree Bouyea,PG,23,MIA,4,0,16.3,1.5,3.3,0.462,0.5,1.3,0.4,1,2,0.5,0.538,0.3,0.5,0.5,0.3,1,1.3,1,1,0.5,1,1.3,3.8
54,Tony Bradley,C,25,CHI,12,0,2.8,0.5,1,0.5,0.3,0.4,0.6,0.3,0.6,0.429,0.625,0.3,0.3,1,0.1,0.8,0.9,0.1,0.1,0.1,0.1,0.2,1.6
55,Malaki Branham,SF,19,SAS,47,14,22.4,3.7,8.4,0.446,1.2,3.7,0.314,2.6,4.7,0.55,0.515,0.8,1,0.792,0.4,1.8,2.2,2,0.5,0.1,1.1,1.7,9.5
56,Christian Braun,SG,21,DEN,57,3,15.2,1.8,3.5,0.5,0.4,1.1,0.391,1.3,2.4,0.551,0.563,0.4,0.7,0.585,0.7,1.7,2.4,0.8,0.5,0.2,0.5,1.2,4.4
57,Mikal Bridges,SF,26,TOT,61,61,36.1,6.4,13.8,0.468,1.9,4.7,0.395,4.6,9.1,0.505,0.535,2.9,3.2,0.899,1,3.4,4.5,3.5,1.2,0.8,1.4,2,17.7
57,Mikal Bridges,SF,26,PHO,56,56,36.4,6.3,13.6,0.463,1.8,4.7,0.387,4.5,9,0.503,0.529,2.8,3.1,0.897,1,3.3,4.3,3.6,1.2,0.8,1.4,2.1,17.2
57,Mikal Bridges,SF,26,BRK,5,5,32.6,7.8,15.2,0.513,2.4,5,0.48,5.4,10.2,0.529,0.592,4.4,4.8,0.917,1.4,4.6,6,2.8,1.2,1,1.8,2,22.4
58,Oshae Brissett,SF,24,IND,49,1,16,1.7,4.5,0.388,0.8,2.4,0.333,0.9,2.1,0.451,0.477,1.2,1.8,0.693,0.9,2.5,3.4,0.5,0.6,0.2,0.4,1.3,5.5
59,Malcolm Brogdon,PG,30,BOS,52,0,25.4,5.1,10.5,0.486,2.1,4.4,0.465,3.1,6.1,0.502,0.584,2.4,2.7,0.887,0.7,3.6,4.2,3.7,0.6,0.3,1.6,1.6,14.7
60,Dillon Brooks,SF,27,MEM,54,54,30.4,5.5,14.1,0.392,1.8,5.7,0.313,3.7,8.3,0.447,0.456,1.8,2.3,0.795,0.6,2.6,3.3,2.5,0.8,0.2,1.5,3.3,14.6
61,Bruce Brown,SG,26,DEN,61,28,28.6,4.4,9,0.485,1.3,3.4,0.38,3.1,5.6,0.55,0.557,1.1,1.5,0.722,0.7,3.2,3.9,3.6,1,0.6,1.6,2.4,11.1
62,Greg Brown III,PF,21,POR,16,0,5.8,0.7,1.8,0.393,0.1,0.4,0.143,0.6,1.3,0.476,0.411,0.3,0.8,0.417,0.1,1.1,1.2,0.2,0.3,0.3,0.4,0.8,1.8
63,Jaylen Brown,SF,26,BOS,50,50,35.7,9.9,20.3,0.486,2.5,7.5,0.336,7.4,12.8,0.574,0.548,4.3,5.5,0.777,1.3,5.8,7,3.2,1.1,0.4,3.1,2.7,26.5
64,Kendall Brown,SG,19,IND,6,0,6.7,0.7,1.2,0.571,0,0.2,0,0.7,1,0.667,0.571,0.2,0.3,0.5,0.3,0.7,1,0.5,0.7,0,0.3,1.5,1.5
65,Moses Brown,C,23,LAC,34,1,8.5,1.8,2.8,0.635,0,0,,1.8,2.8,0.635,0.635,1,2.1,0.458,1.7,2.4,4.1,0.1,0.1,0.4,0.4,1.1,4.6
66,Sterling Brown,SG,27,LAL,4,0,6,0,1,0,0,0.5,0,0,0.5,0,0,0,0,,0.8,1.3,2,0.5,0.8,0,0,1,0
67,Troy Brown Jr.,SF,23,LAL,55,31,23.9,2.6,6,0.434,1.3,3.5,0.361,1.4,2.6,0.532,0.538,0.5,0.5,0.963,0.9,3.3,4.2,1.1,0.7,0.1,0.7,1.5,7
68,Jalen Brunson,PG,26,NYK,58,58,35.1,8.5,17.6,0.48,1.9,4.6,0.407,6.6,13,0.507,0.534,4.9,5.8,0.837,0.6,3,3.6,6.2,0.9,0.3,2,2.3,23.7
69,Thomas Bryant,C,25,TOT,47,25,20.2,4.4,6.9,0.64,0.5,1.1,0.431,3.9,5.8,0.679,0.674,1.9,2.5,0.739,1.6,4.9,6.4,0.6,0.3,0.6,0.7,1.8,11.1
69,Thomas Bryant,C,25,LAL,41,25,21.4,4.8,7.3,0.654,0.5,1.2,0.44,4.3,6.1,0.697,0.691,2,2.6,0.741,1.6,5.2,6.8,0.7,0.3,0.6,0.7,1.9,12.1
69,Thomas Bryant,C,25,DEN,6,0,12.3,1.5,3.5,0.429,0,0.2,0,1.5,3.3,0.45,0.429,1.3,1.8,0.727,1.3,2.7,4,0,0.2,0.5,1,1.5,4.3
70,Reggie Bullock,SF,31,DAL,60,37,30.3,2.3,5.8,0.397,1.9,4.9,0.375,0.5,0.9,0.519,0.556,0.4,0.6,0.686,0.5,3,3.5,1.4,0.8,0.2,0.5,2.3,6.9
71,Alec Burks,SG,31,DET,48,6,21.9,3.9,8.9,0.442,1.9,4.5,0.431,2,4.4,0.455,0.552,3,3.6,0.811,0.4,2.6,3,2.2,0.7,0.1,1.1,1.9,12.7
72,Deonte Burton,SG,29,SAC,2,0,3,0,1,0,0,0.5,0,0,0.5,0,0,0,0,,0,0,0,0,0,0,0,0,0
73,Jimmy Butler,SF,33,MIA,46,46,33.4,7.2,14,0.515,0.5,1.7,0.312,6.7,12.3,0.542,0.533,7,8.2,0.847,2.2,3.7,5.8,5,1.9,0.3,1.7,1.3,21.9
74,John Butler,C,20,POR,9,0,3.3,0.1,0.6,0.2,0,0.4,0,0.1,0.1,1,0.2,0,0,,0.1,0.1,0.2,0.1,0.1,0.3,0,0.2,0.2
75,Jamal Cain,SF,23,MIA,14,0,13.3,1.9,3.6,0.52,0.1,0.9,0.167,1.7,2.7,0.632,0.54,0.9,1.1,0.75,0.9,1.9,2.8,0.6,0.6,0,0.3,1.1,4.7
76,Kentavious Caldwell-Pope,SG,29,DEN,59,59,31.5,4.1,8.5,0.48,1.9,4.3,0.452,2.1,4.2,0.508,0.594,1.4,1.6,0.842,0.5,2.4,2.9,2.3,1.4,0.5,1.2,2.1,11.4
77,Facundo Campazzo,PG,31,DAL,8,0,6.5,0.4,1.6,0.231,0.4,1.4,0.273,0,0.3,0,0.346,0.1,0.3,0.5,0,0.3,0.3,1.1,0.8,0,0.4,0.4,1.3
78,Vlatko ?an?ar,PF,25,DEN,47,8,16.3,2.1,4.2,0.497,0.9,2.1,0.412,1.3,2.2,0.578,0.598,0.6,0.7,0.935,0.5,1.9,2.3,1.5,0.4,0.3,0.7,1.6,5.7
79,Clint Capela,C,28,ATL,45,43,26.6,5.4,8.7,0.624,0,0,0,5.4,8.7,0.626,0.624,1.1,1.9,0.593,4.2,7,11.2,0.8,0.7,1.2,0.8,2.2,12
80,Vernon Carey Jr.,C,21,WAS,11,0,2.5,0.2,0.7,0.25,0,0,,0.2,0.7,0.25,0.25,0.2,0.2,1,0.3,0.7,1,0.3,0.2,0.2,0.2,0.5,0.5
81,Jevon Carter,PG,27,MIL,60,33,22.7,2.8,6.6,0.422,1.6,3.9,0.403,1.3,2.8,0.449,0.539,0.4,0.5,0.781,0.4,2.2,2.7,2.5,1,0.4,1.1,2,7.6
82,Wendell Carter Jr.,C,23,ORL,41,38,29.8,5.6,10.8,0.517,1.2,3.6,0.349,4.3,7.2,0.6,0.575,2.8,3.7,0.739,2.1,6.5,8.7,2.6,0.4,0.6,2.2,3,15.1
83,Alex Caruso,PG,28,CHI,51,21,24.2,1.9,4.3,0.442,0.8,2.2,0.375,1.1,2.1,0.514,0.539,0.9,1.1,0.793,0.6,2.5,3.1,3.2,1.6,0.6,1.3,2.5,5.5
84,Julian Champagnie,SF,21,PHI,2,0,3.5,0,1,0,0,0.5,0,0,0.5,0,0,0,0,,0,0,0,0,0.5,0,0,0,0
85,Justin Champagnie,SF,21,TOR,3,0,3.7,1,1,1,0,0,,1,1,1,1,0,0,,0.3,1,1.3,0.3,0,0,0,0.3,2
